100																																																																																																				
817	8461	4847	513	7943	7698	2702	6230	6216	659	8962	6577	9194	4367	8561	8392	4464	2628	6341	3862	2308	5965	8344	2067	7952	1086	5553	8674	5789	7895	7674	5570	6610	857	5605	8665	8911	1000	9327	8358	1775	9397	2162	4094	345	7859	4809	219	9081	4304	1721	2582	5473	7397	2556	194	2144	6713	961	4160	7529	1262	8239	6861	3708	8809	2890	7200	7332	2803	4317	433	7343	4452	6221	9257	5389	1131	4913	7898	5790	582	4628	8292	8601	8065	5857	7157	381	5660	70	2408	5121	1191	1378	8	4420	4670	5772	4881	
7832	2589	2673	4652	6984	521	3126	5457	576	7632	7032	4549	4495	5095	61	8312	6952	7670	4928	2242	8681	9198	1743	1425	4799	696	8098	5126	826	5541	5265	1237	9104	7044	446	4529	9631	9058	3681	3854	583	4768	7771	759	7687	571	6656	3168	4950	8583	9867	5721	6207	3103	2534	779	4877	6496	573	9750	2528	3923	3440	2667	1092	2209	7463	1904	8154	8253	4641	3673	7621	7991	894	3671	4603	6661	422	453	3912	15	4025	7389	3655	1448	2771	9592	5803	5968	81	1746	9976	8617	1581	8538	8516	4455	1908	5602	
9028	9882	7593	734	9403	5925	8300	5379	3973	2830	6967	5501	6391	9625	4044	7724	8921	154	8590	7807	7934	4935	708	6737	1371	1231	6699	7613	5124	9272	6646	1201	6411	329	2250	420	3922	9111	8298	1358	7592	5049	2137	1060	5691	2066	7731	9744	2316	7183	1058	1095	8173	9063	3175	2512	8571	6679	8860	9261	8061	629	2259	8106	2368	9137	3192	4626	3697	2035	9674	6845	8301	6624	9185	4210	435	1958	5805	7300	4152	785	2107	815	6190	4463	7840	4581	5103	6671	8562	8721	3677	7967	4866	7518	4224	2021	526	5993	
8625	3265	8771	3256	1193	220	2053	9408	8056	3428	3375	5089	9176	8960	3885	6503	2808	2635	6718	5243	4402	264	1977	2029	9576	2962	3526	5808	1152	7509	8008	8446	1950	3819	1869	9483	8447	8819	7806	2199	6940	3853	3725	9822	4728	2407	3865	8599	6129	774	1569	5412	6460	2721	2986	2762	1679	2531	393	8727	1552	6873	4580	3360	4048	1522	3538	1046	3664	3542	7238	4623	1880	7606	530	508	8001	5812	5353	3316	2749	196	8796	4174	1030	7847	2568	1752	5582	5564	3640	3007	3221	1172	532	2668	308	2605	8627	8464	
459	3639	6378	7780	7354	2711	4671	9044	3048	6403	7436	4130	6831	7701	2438	1033	8334	4926	3844	7016	2089	670	848	8833	2381	6397	6943	2485	6697	824	6729	7542	207	6723	9118	275	5013	3486	4161	1246	726	1719	3052	4166	1	6451	6805	5211	7398	4063	3078	1034	1445	1701	3009	1463	5683	7556	2560	2159	9866	4882	9120	7009	445	626	5783	853	2998	7972	3276	4188	5298	3411	1754	9644	2090	1103	3108	977	7334	6070	8494	2800	9739	9635	9487	4350	8679	2900	2525	3396	709	5109	9870	3138	155	6596	1796	5317	
931	5179	5002	4345	5497	2639	7817	3209	2276	9988	6576	5097	7444	9836	7402	2027	6842	3689	4650	730	497	8871	2197	3672	4669	2263	687	5008	9229	1706	2948	9610	6730	7629	8139	4203	2255	1896	2701	3684	7502	8926	1328	1785	9077	5862	5780	2851	4259	4907	100	3769	5423	5343	5514	9159	4505	6658	630	9121	2726	1845	5904	72	5732	3332	8904	2833	6964	6242	7220	1069	6358	8657	2718	2581	4041	8418	601	6215	7597	440	640	6058	1062	5190	7503	8218	8550	5719	1449	983	6059	7866	6688	1500	5065	2019	4473	6872	
3766	6006	5037	4740	5193	6762	8646	9467	9090	919	7144	8294	1787	8684	6759	4208	3382	9903	1096	673	7046	4200	466	7140	3643	2	4532	5071	953	7416	6443	5565	488	4766	124	2016	9650	1409	2881	7988	4616	493	447	8555	3474	1364	6871	7879	4274	7471	2547	143	5538	838	3575	9796	8695	6393	3111	8543	1221	4832	6795	7412	2379	1014	7683	2769	5255	8661	7177	8456	1271	2136	4665	8469	1286	1337	204	2561	2488	4335	3497	8792	2707	1519	3303	6836	9231	7135	4453	4965	1906	5665	237	982	3378	1687	537	1121	
6062	6231	9031	6556	4530	5920	4185	522	553	8453	4120	8766	5963	8040	7495	2227	9735	4003	7282	8221	8203	5102	3874	8500	3047	7897	3220	4142	7550	4194	1959	362	9322	7522	5599	1946	34	3730	1756	7292	6098	6434	7039	6686	4223	3650	7955	7743	8545	1235	7640	9341	2548	5911	1957	9138	1436	182	2134	9053	4147	7760	2361	9652	2051	9601	7460	9711	1408	5136	2566	4358	2108	355	1205	3117	972	5306	5587	4978	1576	5636	472	6197	9614	2855	482	5695	8222	2052	7302	2338	6534	3140	4826	4997	2111	3091	577	3900	
4967	1588	7008	8546	9825	242	8498	1388	799	8621	7279	8514	4351	2171	193	4573	8707	276	9894	2957	6756	1259	2398	6764	7054	7287	781	1595	481	2446	2186	8827	3690	2504	6817	28	137	1561	4150	5592	883	1419	9484	6586	8961	8759	3	3745	2036	8997	8419	5116	4561	1149	1967	9414	1192	2038	926	3248	4219	6914	9649	9905	4135	8116	6349	4538	4408	1963	6314	631	8549	5801	1473	3202	6790	5863	3167	4905	8825	2709	8618	5387	7050	7420	7739	5741	6049	3123	6442	4673	3155	7949	6561	2076	1844	7907	4289	1603	
5484	974	3781	3150	9958	2918	5435	3280	7802	332	1713	964	201	689	1223	2970	7326	5988	4054	2434	4846	7775	7765	7975	436	3726	2203	9780	269	52	6761	9548	2246	1241	9448	8564	1848	5147	4271	8414	6683	9350	1696	8927	9696	5096	5814	2046	9245	642	6085	2981	6923	7169	8313	4364	32	2202	800	9069	5606	5238	8874	2494	1553	5518	9479	3212	8783	6674	9335	1433	6917	7150	7978	7631	6784	4973	7660	3851	7497	5647	4609	6318	4843	5930	2383	9478	2697	455	1481	555	9168	885	8746	4848	6643	7735	2131	9754	
7667	4924	535	6388	960	499	2954	6882	7902	6589	1639	6645	5563	8433	5199	8112	7639	103	350	4175	5612	8455	1025	1638	2475	2618	4198	2680	4515	6558	2153	8115	5239	5923	6218	9311	8018	549	3162	8345	184	1135	8250	4296	3569	9125	6269	6081	2671	9283	2585	8497	2573	1620	1623	4346	1936	2126	8786	7312	7110	4238	309	2307	3699	864	558	1411	904	5388	6091	6637	9126	9997	2132	1355	6333	1685	1396	9328	7622	4265	3840	3064	7912	1840	9535	2480	3964	5948	6745	4444	6969	5267	7488	2133	9951	4433	6406	1504	
2414	257	8238	9888	8713	2563	1750	443	3938	4550	9890	8933	5112	3083	5041	2385	3513	6036	7121	5521	5031	83	5291	8898	9239	9009	9989	82	1536	2025	1179	2474	5590	2522	3473	9047	3171	1299	5617	8779	7494	8878	8573	7481	1166	598	2880	2287	1757	1141	3223	2432	364	6672	4092	3505	1493	4113	595	9902	1924	5308	890	8945	8612	8531	544	7848	790	2541	7430	8640	4399	8728	4586	4934	7174	9428	7320	7049	9369	2285	1789	1431	1854	5177	2664	5609	667	3071	3028	1018	9880	9594	5233	2265	3607	3024	9641	4068	
3859	7342	7418	1518	8492	7930	210	7358	6161	9219	2940	3760	3358	9528	1087	4491	2629	8349	6396	4753	1066	4552	943	4148	1161	8114	7564	1805	9454	4575	8129	3040	4490	5852	4498	1597	397	5230	5520	9704	2221	3604	4155	1877	2530	8763	9697	5351	550	5004	246	3549	8972	498	3793	2717	6141	6083	4508	962	769	7344	417	9423	8083	2720	9771	3556	6295	7705	460	4922	4237	5322	2098	542	9933	3626	4611	2248	1404	9305	8439	523	8200	1366	8711	2651	4957	4205	2204	2049	5850	2213	5880	3043	6189	5324	7532	8006	
6629	4052	4631	8109	2217	6539	6884	5902	4804	334	3311	3425	8474	4707	7742	9433	1606	7446	2929	7004	1604	1730	8918	4708	33	8499	5213	1275	291	9973	414	5650	5598	9814	3833	93	5639	6916	8509	4469	3578	6604	8408	7192	2070	2591	7541	1885	2279	5841	5400	1276	4854	2741	1188	1288	8241	405	1458	7685	8699	2050	1567	6703	4551	6859	7611	2946	3544	4836	4038	9344	176	2264	2270	5762	5427	7161	9303	5282	390	621	2400	5545	2943	5067	1855	4968	8685	8750	5225	8449	3715	527	3579	9193	3692	1150	1207	5622	
1708	252	7207	5961	1406	7958	9160	9734	1151	5525	8579	8688	637	6235	3662	8924	634	7249	5749	2874	9955	7175	6035	6164	7089	5619	4588	7239	8087	649	5329	5195	9380	8321	8939	2924	3353	4722	1479	2596	8380	9116	5522	2908	8615	9301	5485	6813	9585	8813	1010	4244	5926	9731	2355	4692	7505	3550	9885	540	9705	6118	1418	2886	3128	1427	3566	9469	2430	3950	3387	5397	5865	7270	9809	1165	3038	9067	2919	3299	2043	306	5061	3816	5595	6470	9059	1325	5469	8501	3436	11	372	4942	3002	861	5696	4459	5202	2872	
2754	9827	7587	1158	8521	1593	9708	6398	4825	8228	906	2245	3648	3421	8892	267	1616	8325	7543	2018	6029	9365	1681	3314	4189	591	6492	4125	8558	7468	6801	8308	9187	5030	2631	1609	9646	1133	2588	272	3615	7790	5643	507	1762	5625	2037	8085	675	4446	6949	2069	9110	1189	1076	7860	7962	9288	3981	1712	2175	5839	2761	7914	5770	6339	6554	123	9435	7838	8748	9670	9244	1739	3087	5056	7474	5727	4751	975	1523	4525	1057	5757	9026	713	8888	9265	300	1562	2257	1530	6595	6348	9252	2322	7128	1558	959	178	
2064	4639	865	3564	8102	1417	7480	1089	3926	5340	1233	4275	361	6025	9893	3100	1660	8161	9310	9572	1341	1398	6602	4365	6533	5044	3963	2603	8080	7900	4414	8398	8752	7909	746	4816	321	4251	5373	7649	6056	5276	2794	4896	8943	4380	1490	315	4621	9164	5175	2229	8692	2095	5101	1910	1196	3621	5307	151	4929	456	8769	7693	3472	9217	8610	980	7793	3842	2452	2170	1889	6113	933	6865	1920	5524	8973	4563	9025	6598	2586	6320	822	3137	8368	3829	6864	1867	504	2580	3397	4686	1316	5378	1322	7260	4939	3289	
8890	3208	4683	7834	5162	2244	9766	1539	5188	2852	457	8656	4716	3507	1565	211	7604	7240	4354	3094	9782	7465	3517	1061	1636	4999	5990	1761	1529	6537	674	5559	3186	2715	1395	6453	950	2613	915	379	9321	1688	4704	1994	821	8084	8248	7506	6467	6978	3206	8150	5778	4886	4964	4202	7971	9001	6575	4196	5529	3074	5671	3159	761	1242	7805	6675	7857	7645	2033	1047	9242	1618	8113	47	8047	9564	5588	3039	7448	6194	7794	5832	5626	884	165	9383	9012	163	4545	6767	7346	9768	8697	8889	5807	2590	2755	5422	
1725	620	3742	5820	918	2332	3568	9581	9016	6447	5241	2371	1148	8984	1982	3339	2550	8373	3366	581	7661	7304	7106	8854	295	2030	4982	1169	8317	7786	8070	7181	6560	695	8770	1710	878	3493	2320	3737	7965	4600	3338	3453	357	416	8762	8027	1342	4499	1773	9203	2610	5594	3323	9919	8140	4618	6198	939	8465	5360	5250	9271	1689	6004	6856	7716	409	2429	2691	2042	1703	1125	1668	8864	2072	341	917	903	9455	1514	4314	1580	9109	4095	9983	1625	7872	7818	8413	4960	3133	5881	6896	7588	1036	8691	2529	4471	
7977	597	3978	2507	1866	2105	7476	8557	985	3021	2044	1162	8362	6280	9947	7	6055	1489	3637	3890	1578	5785	7483	9912	9657	6368	4640	8760	6	7816	7328	383	2211	3924	9029	2293	1763	819	7998	5877	3795	5918	5467	6931	7740	3857	1168	8315	3305	2538	1767	1267	3243	2495	6316	3049	7734	7173	3090	2096	20	9337	1104	4614	7475	1138	847	5835	4667	6071	851	68	3416	4086	717	5716	1050	5416	2441	1999	5182	7434	5450	3420	3463	5349	8060	5043	7187	6500	8560	3618	5038	3392	296	6704	7959	3237	148	899	
1175	9170	9760	2821	6121	627	515	9020	9314	1344	8350	4822	7331	9172	8935	8778	3882	4195	4664	1947	463	255	6777	263	9362	969	8477	8316	6104	7178	8922	2502	7028	835	1377	4132	614	2415	3331	8732	2849	7656	8407	4853	5214	1159	317	8457	7083	449	6982	7244	8278	2428	3236	7717	8949	2503	4864	3999	2115	2836	7946	5212	7781	8165	5269	9851	5932	4221	736	575	259	1498	7905	2788	3944	7014	8993	6240	3843	3500	3415	5729	9439	1985	5661	1563	6404	9738	4465	775	6136	396	6714	9235	2234	2335	6005	4732	
5981	431	1423	2352	4805	1438	3858	1610	767	5821	6546	9892	4061	9490	3775	8053	654	8537	2310	7697	6719	4436	1799	999	2119	778	2345	3390	8693	4060	9045	1064	2060	9158	8441	1379	1879	2015	9990	2277	1852	496	5816	7881	8415	5759	7246	3761	2231	1105	3717	516	1955	340	793	3467	5058	2343	3504	7372	4617	8930	2374	8015	8487	867	5864	9035	6616	5686	1863	7941	3254	9686	5198	3836	863	9223	2330	8347	1758	8365	3244	2092	3852	6579	2971	5321	3889	5443	4126	140	9394	3965	3046	1776	5003	4212	64	5011	
6727	8275	8716	7072	5052	4384	6619	6101	9133	9152	5155	2666	7945	2955	1042	4450	9027	524	6100	2515	8622	8673	1106	1285	7053	2685	5480	9985	2375	2728	8836	4730	8281	2039	5294	9959	8227	9525	3413	3061	1932	4098	2768	3588	7829	4017	6382	2406	5172	1338	4904	4016	4517	1194	8016	2843	1674	1217	6137	4153	7938	9740	5186	8503	3148	4787	3787	7563	9447	3532	5283	5774	2796	3548	5127	2282	6033	2319	6392	2831	1777	2716	1673	5760	1222	3641	9839	1484	9763	1560	8307	4149	6900	9400	2624	7524	5708	8818	7583	2439	
4918	6432	3152	427	4989	4502	2703	7401	7132	7665	3401	3143	3342	9524	4297	7876	9269	4395	7626	1669	2968	6304	2201	6566	1691	9516	8539	6535	9470	6149	2858	8425	4368	1571	9289	4439	4987	243	5474	8534	850	9300	6803	533	3056	6206	1573	6474	5819	5740	7754	112	4106	6600	6158	8856	3580	6706	1596	5889	6322	1543	7723	6922	9308	678	1452	2081	7625	2238	8323	6248	8524	7841	464	3181	2925	6818	5540	5859	8451	1511	5567	4947	2120	9648	9357	7672	6423	9557	7561	2712	5417	5328	2233	319	1083	7182	5555	2359	
9282	3266	7126	6894	8288	6334	1213	8749	8985	216	2693	3970	2592	6682	2091	9491	9907	3630	3430	7018	551	4820	6321	4737	1114	5110	7369	9944	248	4917	1112	1507	8406	9702	6846	122	1970	1190	1146	9212	502	2154	7708	7056	2493	2765	6499	6156	9840	467	8667	8395	1482	3141	2127	9833	6502	543	9502	7854	1170	6012	6408	7063	5335	9132	2907	1142	8975	2464	7515	7313	2357	7730	2340	2304	3214	3015	9391	8207	9421	9353	5558	1734	2460	8745	9540	3870	2798	9819	8566	9154	3449	833	6770	5951	4487	840	3417	2915	
7892	1905	6369	4839	9667	2686	925	8426	3534	5391	6064	738	1212	9945	9913	4349	9418	2350	7261	2953	7269	3198	880	5289	312	5950	5247	9595	1279	2740	9853	8652	7926	891	8658	6735	7065	5940	1230	5073	9722	4975	8619	3841	2687	8849	4320	4661	9980	6088	7470	6130	3869	424	5669	7846	7544	2393	1129	3395	776	6072	111	2323	2007	7798	146	5026	3561	4685	3847	2178	4775	294	2086	3260	5887	1895	4448	3990	448	2674	430	3441	4849	7330	9862	1053	2281	5431	2745	5059	4145	5939	1834	5169	9004	4981	9102	9495	
3949	3614	401	6379	4658	1052	4318	2950	3439	5677	1831	1768	9006	6335	5184	4977	7493	1225	4585	8143	7552	2479	3145	3512	6660	9147	6116	1645	807	4520	3293	3434	2724	8522	382	6734	6347	6491	5088	7871	4711	8437	3197	9668	6011	528	9017	5931	7324	8480	3004	6052	3878	6973	224	3226	4812	4	3893	9459	4426	1664	656	8901	6193	367	2040	8003	5436	882	7619	3861	7887	5645	9076	1965	5156	2167	8075	8168	9191	5452	77	2997	5380	3301	8659	5831	3608	2777	2532	9162	1454	7603	8649	7104	1442	3292	5245	6028	
4648	7068	8318	7055	2763	8282	8182	3628	4283	6662	6337	973	8032	9570	2327	3399	3936	7242	6647	1549	4488	1655	8512	5375	8703	4075	458	4693	8739	2329	3029	7906	2010	9406	7066	4750	4791	1551	9550	5194	6687	7570	4316	4178	7738	9018	1020	7617	4946	8914	6809	9262	3560	7095	24	2451	2748	3740	4082	976	4396	5268	6002	7374	7992	4255	7204	9199	3230	1535	3235	6912	5733	4419	477	7820	1333	5074	8079	6752	6785	5929	6677	53	1331	6582	568	3233	9332	7085	651	8158	1837	6763	6179	8710	9095	1749	3365	3652	
9065	92	9968	9204	6138	4157	7936	9443	410	2976	9658	1345	9786	9449	7116	5680	2990	8293	2047	1472	1028	6276	1882	8073	2917	6236	8181	6458	877	7156	404	8256	7837	7437	1461	9939	4761	4124	3136	2607	5784	1694	2117	8146	3754	1544	9700	9591	3336	7462	1293	4080	181	6548	2775	8009	1300	843	7122	7443	241	7835	8155	320	6753	3784	3324	4480	7045	4046	6617	3931	1370	1546	4638	5867	4144	6370	4860	222	9292	1738	1082	9651	9390	5614	7833	1088	6437	4008	2993	3295	9498	7608	5164	9148	1812	5991	1123	5481	
3442	9366	8025	1447	2743	4870	7690	5694	7788	6289	927	5738	771	3482	2509	4176	3910	6711	2024	8346	7195	2232	1934	1315	6457	7477	554	5548	5970	5972	3997	6027	2774	9729	9356	3464	6744	4595	8857	1589	6961	4811	3855	1350	6026	2535	480	1202	374	2974	3068	6466	8486	9304	2661	4338	7808	3830	437	1626	6736	8858	8488	1822	810	4243	8753	8280	3025	8374	8117	2920	8402	7226	9709	3222	5786	1215	7425	5517	4835	3347	4299	876	403	2078	9338	4702	4608	391	8167	3273	8687	6933	9820	1360	5642	8134	2864	1382	
8671	1824	9251	4785	197	8142	3418	3475	9698	1871	3803	8229	8174	572	5167	4541	4072	1139	3663	5634	6498	7695	2401	2656	303	2739	2636	7826	7103	4305	2912	4263	6717	2102	744	353	9240	2738	9339	4675	8805	6154	2181	636	4158	868	3174	2389	3409	789	5274	3253	8880	3774	4533	7890	5551	7084	2862	9537	6455	1716	735	4763	412	7961	1091	387	9399	6875	7580	6941	316	7308	9213	6376	6832	3213	8815	6528	71	5610	1584	5219	5977	4546	6955	6275	9055	6495	127	8718	7883	3084	1374	5445	2574	1415	9600	1772	
376	7017	8202	7928	4337	3003	1272	2888	1554	9875	214	9802	5264	1354	8680	7336	4375	9374	1890	3979	6966	1520	4494	7284	3991	7733	1031	8225	3492	2587	3444	4334	2362	7573	7021	6254	7901	5722	9605	6222	2896	4059	798	1637	1917	9430	9419	7125	5552	737	8024	8828	5974	9094	605	624	0	6057	7057	4988	7813	5936	2455	1980	7151	1735	1163	6987	1110	7681	5271	2498	8034	8423	2965	8908	1059	2148	8964	6501	7850	7361	6895	4088	9395	6668	2404	3668	825	7630	947	2871	4184	3818	2987	6573	5046	1850	4162	5746	
1451	191	6202	948	7963	5506	4565	2949	5152	3879	9849	9098	4714	3537	1372	5489	9000	3599	8704	6910	4655	9860	2817	3919	2416	159	2597	8616	171	1765	2324	4662	3660	2372	9742	8103	240	8023	2834	104	5325	6930	2823	5029	7680	5028	671	924	9957	1351	1305	1443	8336	5813	3985	6016	4301	5399	1583	2826	9794	5020	1592	2811	9873	4051	9375	9215	337	2023	3379	8963	5087	495	1384	2734	5313	1393	5420	8387	6820	4920	2790	5440	6445	9226	2536	2490	4845	1203	2630	7581	2419	4632	60	6086	6868	1861	2802	2160	
1226	8804	5336	8986	6726	7163	5916	1607	2063	2222	4599	6988	8944	6731	2944	3102	8226	8357	5093	4097	9847	1186	6523	4096	2110	6732	9091	2123	7197	2658	2870	6384	290	7882	8170	9745	9815	2196	1099	4620	314	1441	7340	7896	1705	2099	1537	9679	2422	5654	3636	9522	9508	7809	8733	428	3374	3451	5707	4789	9834	6109	7015	5687	8186	277	1658	1485	442	5137	7030	9787	3268	2161	6863	7968	3531	9504	8331	3799	3905	217	9804	4919	937	4229	1143	4993	3797	3466	2879	9466	7560	9083	8355	4871	1486	7222	1682	5971	
4908	4695	2288	8072	451	2424	3748	5709	1183	3587	8204	979	8452	1621	9	5718	3552	4170	2026	4865	3139	7227	8296	469	8929	9587	8966	8881	5086	2882	8799	6428	5795	7586	5682	5033	1251	5368	2781	274	4398	287	5181	4781	4744	8189	6530	9677	6430	7878	6834	135	4009	2433	7101	2254	9171	7286	6821	682	4889	2183	9898	889	2698	8471	758	3951	297	4107	1678	4969	5262	5866	7213	44	1624	6446	6860	51	989	7764	7920	1684	2450	1574	4697	6380	9727	9437	1984	8004	3586	6281	4574	4026	380	8696	2236	2713	
823	1339	6552	5492	1176	7078	4879	6840	5946	556	3728	818	2847	1128	7356	6323	4023	6000	3135	4371	5057	9543	5534	8896	3536	29	9398	6651	9200	6807	5084	5883	1828	8808	1938	4019	3020	6510	4422	1171	2481	6394	1508	4762	2594	8850	50	8614	9336	5183	8840	2444	3389	4528	1870	1330	441	4247	7022	5310	9848	9173	1340	2694	9619	5356	3896	4679	517	2975	9352	9953	672	4486	4381	9946	3191	763	6810	1109	5685	1704	9287	1627	563	4074	4976	4798	2732	3067	684	8132	3022	2559	7431	6957	1480	5131	7209	4540	
1784	5079	3380	3751	5536	7275	6007	3738	2904	4117	1632	4932	8846	6788	1456	8648	2840	7421	2617	1937	3042	2837	9974	1829	6654	7027	7112	150	6578	753	4327	3400	6991	1733	6226	1582	6464	198	2274	7910	1144	192	2034	893	4134	3325	8624	2542	281	5664	5791	1435	2725	6985	156	5402	7390	3914	8630	2675	3388	8705	9801	286	2267	5882	4199	9826	5542	3457	4878	1292	4527	9586	1455	9250	902	9844	2370	7986	7706	8233	5549	9153	9278	2155	6594	1651	48	8305	2956	4992	7319	5854	9037	6883	1391	608	172	4410	
8421	5463	9799	4958	645	9964	652	585	4309	3037	6781	5641	8843	7188	3019	4103	2923	4855	2652	9358	616	3987	1741	6698	9413	2447	5281	6597	6878	3082	7852	4840	8565	1185	3659	9114	2392	3712	7935	949	8236	1426	1971	4201	4101	3407	6096	5490	9260	8830	3796	1566	2061	5119	633	6901	2289	5148	9246	9457	6710	7641	4796	1313	8655	1929	6359	4597	190	1407	4311	4794	547	7265	702	773	1778	7377	5286	1991	832	3304	3274	2014	2241	3825	9507	2453	153	897	7435	4838	7623	7433	1940	9005	8013	55	5419	6247	
